1st NAME	px   py   pz   pt1   E			2nd NAME	px   py   pz   pt2   E
b   43.6067   -56.2392   3.8149   71.1646   71.3898      b   13.2327   -34.2935   12.0286   36.758   38.9024
W   -13.763   -6.5303   2.6085   15.2337   81.8622      W   -62.1441   -4.47012   0.453437   62.3046   101.709
Z   -2.26078   -28.4772   23.1089   28.5668   98.3143      Z   -5.19138   -26.2839   14.6467   26.7917   96.1662
Z   22.5769   -31.9756   23.919   39.1428   102.078      Z   9.30819   -58.9931   11.9751   59.7229   109.662
W   24.3341   8.25524   -1.77185   25.6963   84.4156      W   67.8227   53.6211   -8.83519   86.4589   118.388
b   -12.5774   -5.48967   6.21358   13.7233   15.6363      b   -53.5652   -17.1431   3.61095   56.2416   56.5129
W   20.9044   70.0201   -19.7443   73.074   110.418      W   49.6701   25.7587   -3.00993   55.9521   97.991
b   -27.8564   1.81822   28.3463   27.9157   40.0044      b   -7.17804   2.57147   15.7609   7.62474   18.0027
b   18.5791   14.0943   9.90061   23.3202   25.6789      b   3.10388   36.9978   85.2712   37.1278   93.0978
b   -0.595939   -71.8844   -8.69471   71.8868   72.5319      b   -0.853456   -14.4598   -15.0899   14.485   21.3325
b   14.6868   3.39455   -8.94043   15.0739   18.0197      b   15.6545   8.50213   -74.0379   17.8143   76.2661
W   10.7567   -14.175   6.34756   17.7943   82.5801      W   4.49964   -16.5927   92.3083   17.192   123.608
b   19.016   26.5495   -47.6655   32.6571   57.9314      b   0.892296   40.7659   -32.9781   40.7757   52.6096
b   31.1737   -63.1048   -43.2391   70.3848   82.7115      b   9.83894   -18.5649   -54.9898   21.011   59.0161
b   -22.4382   -6.26853   72.8973   23.2973   76.6442      b   -42.7451   -42.8769   13.9056   60.544   62.2615
W   -5.06738   46.6168   -71.0307   46.8914   117.076      W   -51.1234   1.89619   -12.9569   51.1586   96.1646
W   -2.08981   -27.2747   -2.43223   27.3547   84.9514      W   -1.04627   -34.4149   -0.026638   34.4308   87.453
W   7.28205   -29.8774   -1.74493   30.752   86.0888      W   27.9069   -18.167   -3.42247   33.2991   87.081
b   -3.16663   -72.8114   -6.23848   72.8803   73.2667      b   -6.88046   -6.48328   -35.5764   9.45376   37.0488
b   -18.5183   33.6503   -30.6014   38.4092   49.2876      b   -50.4487   37.4095   -7.54893   62.8056   63.3963
W   14.849   57.3329   -23.1774   59.2246   102.505      W   18.5726   8.63984   -25.5434   20.4838   86.8021
W   64.8094   39.9427   38.8918   76.1293   117.349      W   22.0781   10.9767   38.6892   24.6563   92.5599
b   -4.51934   -21.1707   55.7116   21.6477   59.9163      b   -5.26646   -1.42812   7.19754   5.45666   9.95669
b   4.79746   -15.8656   13.9246   16.5751   22.0496      b   15.9909   -45.8978   23.9522   48.6036   54.3468
b   38.6516   -81.507   3.78929   90.2072   90.3839      b   45.5047   -1.45988   3.68381   45.5281   45.8687
W   3.81055   -7.47451   -2.89461   8.38979   80.8784      W   6.2275   -2.09989   -4.70213   6.57201   80.7951
b   62.0213   1.43719   60.852   62.0379   87.0013      b   17.5337   13.6778   14.3236   22.2376   26.7812
b   -7.5521   19.0142   -8.69188   20.4591   22.6203      b   -24.9819   42.465   -5.47326   49.2684   49.7482
W   41.8121   70.9361   -44.7551   82.3418   123.474      W   33.9015   19.539   -52.9397   39.129   103.905
W   -68.3862   4.44216   -49.2456   68.5303   116.551      W   -30.4552   2.27468   -3.87772   30.54   86.083
W   70.1661   80.7805   -11.1071   106.999   134.293      W   17.659   18.8772   -36.4012   25.8494   91.9554
b   -15.9361   2.05072   0.406481   16.0675   16.6098      b   -69.0048   13.7818   0.798811   70.3677   70.4968
b   -2.66993   51.0427   -10.5485   51.1125   52.3576      b   -91.7743   47.4537   -23.8853   103.317   106.125
b   -8.14114   -0.256657   -11.989   8.14518   15.0876      b   -7.78602   -0.192104   -7.06668   7.78839   11.3205
W   -4.58953   27.6661   8.33258   28.0442   85.548      W   -49.3152   47.0844   33.4248   68.1831   110.583
b   -5.37281   -8.58508   38.5019   10.1277   40.0315      b   -59.6232   -3.29992   56.6633   59.7145   82.4264
W   9.85164   -51.1252   18.0604   52.0658   97.4657      W   36.1215   -8.76115   7.49386   37.1688   88.8832
Z   5.71588   85.5194   -61.13   85.7102   139.279      Z   19.9008   7.78517   -33.1798   21.3694   99.3638
b   -5.19052   -64.3277   33.2795   64.5368   72.7329      b   -29.666   -26.9924   20.2441   40.1081   45.1225
b   -12.9131   41.596   43.7511   43.5543   61.8764      b   -2.13042   3.07762   14.6846   3.74305   15.7227
b   39.2951   2.05524   -0.831192   39.3489   39.58      b   6.33068   0.427237   -16.5937   6.34508   18.2529
b   -5.72225   -24.7304   -5.49126   25.3838   26.3068      b   -9.47594   -9.07137   -42.251   13.118   44.4385
b   32.5226   36.1725   -39.5164   48.6433   62.8114      b   8.90243   40.3569   -13.57   41.3271   43.6993
b   -3.9325   -0.268264   5.52854   3.94164   7.97856      b   -19.8462   -61.0752   48.6334   64.2188   80.6648
b   8.48894   78.5399   76.06   78.9973   109.742      b   6.7534   19.7423   1.57819   20.8655   21.3405
b   13.6248   -78.7655   6.08568   79.9352   80.276      b   28.4747   -10.2846   5.30484   30.2751   31.0206
b   -38.8006   -23.7043   -3.524   45.4685   45.7969      b   -39.1426   -32.0089   -1.58571   50.5639   50.762
b   -5.25016   -5.2387   41.1365   7.41675   42.0093      b   -20.636   -23.7897   10.6839   31.4928   33.5186
W   68.8281   13.0191   13.4448   70.0486   107.472      W   4.67453   21.7488   39.4629   22.2455   92.2753
b   43.4687   38.8279   0.934602   58.285   58.4428      b   42.7319   60.5401   7.75061   74.1021   74.624
b   58.307   37.788   8.34212   69.4812   70.1055      b   14.1971   37.3386   16.8404   39.9465   43.5532
W   -37.7201   -6.30976   -0.355147   38.2442   89.0242      W   -2.83902   -6.367   -0.327157   6.97128   80.6924
b   -8.07512   2.73667   17.5973   8.52625   19.9979      b   -17.2379   10.1358   46.537   19.997   50.8245
b   -5.37971   0.752655   -6.67288   5.4321   9.57033      b   -12.3356   8.15774   -30.337   14.789   34.0089
b   5.18528   -19.6209   85.1415   20.2945   87.6271      b   1.17738   -11.1917   1.48962   11.2535   12.1003
b   -8.26105   26.8021   -17.1534   28.0463   33.142      b   -5.35021   15.611   -6.21759   16.5023   18.1257
W   26.076   40.2508   -42.1915   47.9592   102.678      W   13.1456   43.6153   -44.7552   45.5532   102.668
b   -30.6111   -21.2534   -66.5263   37.2659   76.3679      b   -20.7656   -59.1928   -7.63606   62.7296   63.3314
b   5.71798   -13.6032   -43.8047   14.7561   46.4128      b   1.07064   -61.7287   -19.1878   61.7379   64.7866
W   -34.4954   3.77606   -0.844286   34.7015   87.564      W   -54.7973   6.54268   -6.64018   55.1865   97.7353
W   -42.8509   -91.9558   -54.0708   101.45   140.279      W   -13.7232   -7.55797   -8.0913   15.6668   82.3011
b   -48.353   12.9679   38.9038   50.0618   63.5393      b   -42.1782   80.8475   21.607   91.1884   93.807
b   36.448   -8.25204   59.0749   37.3704   70.0282      b   42.7821   -56.0398   20.6299   70.5037   73.5793
b   1.33897   -10.0251   0.937156   10.1141   10.9877      b   23.7891   -1.18489   1.14514   23.8186   24.2114
Z   -66.9161   -0.594753   49.6716   66.9187   123.535      Z   -3.99754   -61.0046   17.9002   61.1354   111.237
b   -5.84905   -16.9555   2.25881   17.936   18.5569      b   -8.36875   -17.4801   1.47357   19.3802   19.8826
b   -23.0384   -3.04598   6.66834   23.2389   24.5371      b   -8.92505   -20.3146   19.4089   22.1887   29.7759
b   18.8508   -0.108936   16.4756   18.8511   25.3844      b   72.2801   -0.383503   25.4303   72.2811   76.7386
b   -38.0489   -25.8011   -0.683316   45.9719   46.1675      b   -22.8698   -27.279   -1.54443   35.5973   35.8763
b   50.7251   -15.9237   -4.53861   53.1658   53.5234      b   34.742   -23.1292   -48.4255   41.7369   64.0668
b   9.42258   10.1652   2.48166   13.8606   14.6912      b   66.1587   0.613385   1.29006   66.1615   66.3066
b   -18.5434   -23.5834   45.5008   30.0006   54.6618      b   -6.31227   -18.1377   27.8323   19.2047   34.0736
b   -14.2075   -1.30225   -29.9035   14.2671   33.3965      b   -21.6604   -8.03065   -27.2445   23.1012   35.965
b   -2.40208   -42.8991   13.1429   42.9663   45.1264      b   -14.8585   -10.9704   38.3701   18.4696   42.7896
b   28.112   -41.096   1.50447   49.7912   49.9898      b   70.8543   -40.429   1.50876   81.5772   81.6987
W   -7.36884   -14.3973   24.0405   16.1735   85.4522      W   -4.26705   -59.3841   0.869854   59.5372   100.04
b   -16.2483   -1.4419   -8.99047   16.3121   19.0911      b   -27.0542   -1.01316   -77.3299   27.0732   82.0392
b   25.7787   -7.21369   30.4088   26.769   40.7287      b   45.6324   -2.68429   47.3342   45.7113   65.9363
W   -61.3687   10.6669   23.3189   62.2889   104.337      W   -9.96518   2.65751   23.5136   10.3134   84.3908
b   22.5469   14.6927   57.5718   26.9117   63.6891      b   7.35521   20.7987   3.92356   22.061   22.7955
W   3.56033   -18.3157   -4.87099   18.6586   82.6706      W   0.31198   -32.9585   -48.2411   32.9599   99.3787
b   1.79727   36.3539   1.33547   36.3983   36.663      b   21.5784   53.7093   76.944   57.882   96.3756
b   38.9209   -1.1574   -35.7585   38.9381   53.0321      b   23.7884   -10.8473   -14.6233   26.1448   30.2481
b   -5.61326   -36.8267   -75.9494   37.252   84.697      b   -10.2151   -16.2777   -13.8064   19.2175   24.031
W   10.1154   50.4126   0.647181   51.4174   95.4291      W   16.5407   37.0857   17.7571   40.6072   91.7976
W   12.2918   -2.64705   -0.210013   12.5736   81.3676      W   7.78117   -4.06325   -2.59289   8.77818   80.9094
b   39.8952   49.6124   -62.5778   63.6633   89.3675      b   17.5265   36.5706   -30.6597   40.5535   51.0113
b   1.89865   4.23983   16.7922   4.64554   17.9197      b   10.1923   45.0902   3.10292   46.2278   46.5209
W   14.5225   1.91384   -8.85228   14.6481   82.1917      W   7.25054   2.13243   -0.0370665   7.55762   80.7445
b   12.3792   17.1682   -3.9789   21.1658   21.9403      b   6.13335   52.1546   -56.2985   52.514   77.1025
b   -3.98563   4.25646   -7.4978   5.83118   10.3815      b   -24.0144   3.57337   -0.654929   24.2788   24.6464
b   6.20794   22.2791   -85.0336   23.1278   88.2223      b   9.89025   3.91113   -4.0831   10.6355   12.1384
b   1.48836   46.7356   12.5002   46.7592   48.5823      b   38.8514   4.43824   29.5695   39.1041   49.2041
b   -38.5988   2.45969   -44.7244   38.6771   59.2768      b   -49.7579   57.8789   -5.88875   76.327   76.6684
W   -14.2147   6.69326   -33.7899   15.7117   88.6068      W   -0.534201   16.5407   -49.6622   16.5493   95.9311
b   -13.1664   10.8055   20.0708   17.0327   26.6553      b   -69.3969   8.698   50.5111   69.9398   86.3743
b   19.2002   -27.0161   18.8699   33.144   38.3686      b   0.62402   -52.4389   53.4084   52.4426   74.9683
b   -17.003   79.6834   9.96985   81.4773   82.1918      b   -48.335   3.94152   29.4515   48.4955   56.8925
b   -2.23929   7.5326   -1.04343   7.8584   8.96656      b   -2.88547   74.5837   -3.15074   74.6395   74.8234
W   -70.3361   12.322   -4.03224   71.4072   107.6      W   -26.7006   59.8981   -0.178456   65.5797   103.746
b   19.4568   -4.92371   66.3751   20.0701   69.4695      b   10.8924   -0.377644   32.7204   10.899   34.7415
b   21.4426   -12.4182   -26.9527   24.779   36.8511      b   8.00204   -13.5764   -0.429447   15.7592   16.3123
b   8.1754   -19.4923   -55.597   21.1373   59.6269      b   2.47621   -48.5525   -38.9246   48.6156   62.4192
b   82.4272   -9.63663   0.603375   82.9886   83.0965      b   2.12836   -0.891913   33.2117   2.30769   33.5544
W   -2.87394   5.07467   -4.78793   5.83196   80.7433      W   -48.1134   5.70429   -10.0786   48.4503   94.4011
W   -21.6474   81.4164   65.5521   84.2451   133.63      W   -25.9141   13.9275   8.85121   29.4197   86.0605
b   -3.04837   -56.9039   -6.90289   56.9855   57.5547      b   -33.6992   -7.83428   -8.86035   34.5979   35.9593
b   5.70697   -42.5403   41.1274   42.9214   59.5925      b   30.4963   -8.02286   16.3263   31.5339   35.756
b   11.7245   46.2042   34.6516   47.6686   59.0812      b   5.10457   1.4297   12.0943   5.30101   13.8538
b   -37.4483   0.703646   14.4138   37.4549   40.3507      b   -18.8786   0.53655   23.2536   18.8862   30.2486
b   -44.4476   76.8575   16.4665   88.7843   90.3956      b   -3.75717   3.8042   71.0271   5.3468   71.3512
b   -10.0371   -7.91053   27.4802   12.7797   30.5948      b   -21.5994   -27.2787   0.486668   34.7946   35.0493
W   -17.2837   70.7483   -24.5155   72.8289   111.21      W   -43.8986   24.1845   -3.18233   50.1196   94.7874
b   9.18213   -51.3635   -46.8419   52.1778   70.2442      b   26.8372   -3.6911   -23.6149   27.0898   36.1812
b   -11.8973   -3.60209   66.7319   12.4307   68.009      b   -28.7011   -15.75   32.3001   32.7386   46.1808
W   16.2904   15.8822   -1.91295   22.7513   83.5693      W   65.2944   12.4647   -7.09757   66.4735   104.555
W   20.0441   -13.7551   75.0059   24.3099   112.603      W   47.8866   -4.13796   14.48   48.065   94.7759
Z   24.515   -2.92046   -0.194861   24.6883   94.4731      Z   16.1906   -46.1471   -2.20482   48.9049   103.5
b   13.7417   14.3626   -70.1713   19.8776   73.0526      b   11.8125   5.42173   -6.16498   12.9974   14.9831
b   25.3767   -4.35951   33.5209   25.7484   42.4757      b   35.5314   -64.9937   4.93864   74.072   74.3546
b   -7.72056   0.364815   -10.5825   7.72918   13.7581      b   -6.28511   6.97556   -48.5269   9.38941   49.6042
b   35.9605   5.32733   1.93628   36.3529   36.6448      b   31.7975   50.881   4.4627   59.9996   60.311
b   22.4464   51.5518   13.8446   56.2266   58.0574      b   26.0751   34.4089   40.4874   43.1727   59.3352
b   -36.6253   -30.191   -59.963   47.4648   76.59      b   -18.2108   -23.1351   -6.4147   29.4426   30.4232
b   -40.5812   17.7909   38.3152   44.3097   58.7279      b   -4.78532   19.5576   6.19238   20.1345   21.4779
b   -1.53283   -1.44651   13.2102   2.1076   14.0181      b   -5.93341   -59.1574   24.4217   59.4543   64.4111
Z   -2.94235   -71.0952   4.04921   71.156   115.738      Z   -2.57446   -27.0734   6.40806   27.1956   95.3744
b   37.1948   -15.98   -12.9338   40.4823   42.7043      b   48.517   -1.45436   -21.0643   48.5388   53.078
b   -90.0128   -10.8633   -14.3323   90.6659   91.8873      b   -7.41373   -1.35284   -21.7688   7.53615   23.4143
b   -18.0454   56.7032   -29.0903   59.5054   66.3679      b   -45.8917   6.18465   -57.1056   46.3066   73.6404
W   -68.0239   31.7756   18.1916   75.0796   111.492      W   -19.3212   2.47969   57.3743   19.4796   100.667
W   21.6309   -34.0442   7.39591   40.3349   90.245      W   41.888   -54.0697   44.8622   68.3969   114.688
b   -10.2575   -47.5065   12.2894   48.6013   50.3058      b   -8.48078   -41.2402   45.072   42.1032   61.8201
b   -18.0885   -26.5508   27.4298   32.1269   42.451      b   -11.8535   -2.94201   1.88883   12.2131   13.0493
W   -17.1472   -33.8191   -40.5291   37.9178   97.6878      W   -72.2252   -4.94126   -5.42582   72.3941   108.318
b   31.5291   -9.82349   -27.1185   33.024   42.9366      b   24.0249   -19.2638   -46.7283   30.7943   56.1193
b   -38.3217   -19.7862   -17.1774   43.1283   46.6119      b   -3.72264   -13.7206   -36.2773   14.2166   39.1881
b   -4.96643   -9.02609   27.225   10.3022   29.409      b   -27.7246   -20.4032   4.96035   34.423   35.03
b   -29.1674   62.4654   -21.6804   68.9396   72.3897      b   -56.1732   26.2048   -38.2753   61.9848   72.9704
b   14.927   -29.2629   -51.5606   32.8502   61.2796      b   59.7571   -33.5738   -39.9747   68.5428   79.4585
b   -10.7175   1.31431   1.81224   10.7978   11.7231      b   -60.0995   9.17291   4.14892   60.7955   61.0808
b   30.9069   9.40944   0.265301   32.3075   32.5791      b   23.7064   1.29066   3.52788   23.7415   24.3652
b   40.3324   -73.7001   9.17202   84.0143   84.6173      b   22.4423   -8.44687   5.47902   23.9793   24.9516
b   -41.0189   45.4063   57.4481   61.1906   84.0364      b   -4.91173   13.612   8.43866   14.471   17.2678
b   22.4606   -8.67179   23.0177   24.0765   33.5715      b   13.8573   -1.10997   65.2132   13.9017   66.81
b   -3.07184   -29.0655   -51.9597   29.2273   59.7629      b   -11.1821   -2.09704   -19.0676   11.377   22.5957
b   0.0518821   -25.1137   0.459825   25.1137   25.465      b   1.6019   -27.6564   48.9416   27.7028   56.394
W   8.3833   -84.3743   -4.68889   84.7897   116.935      W   20.6992   -10.5658   -28.9972   23.2399   88.5634
b   7.28127   7.6478   -6.79236   10.5596   13.2362      b   11.8406   19.6626   -27.4881   22.9525   36.0551
W   -73.1063   52.1394   21.9012   89.7945   122.496      W   -14.361   10.887   31.7469   18.0212   88.2903
b   -70.8496   -50.9759   30.0487   87.2824   92.405      b   -12.6803   -29.5925   10.484   32.1948   34.1171
W   -20.6069   -14.2204   62.0171   25.0373   104.573      W   -8.93478   -22.6304   10.8493   24.3303   84.689
b   -20.7302   -14.6954   18.0965   25.4105   31.476      b   -22.7364   -74.0394   31.8142   77.4518   83.836
b   53.5147   50.6792   7.71607   73.7035   74.2247      b   10.2418   7.31723   11.7865   12.5872   17.7458
b   63.6174   -49.9896   2.17976   80.9082   81.0459      b   12.6078   -42.3664   2.76168   44.2026   44.4865
W   -8.31903   -12.4428   -51.4068   14.9676   96.588      W   -5.20703   -27.2418   -14.707   27.735   86.3022
b   -4.58337   -10.1293   17.7415   11.118   21.3525      b   -20.3821   -4.19434   10.2291   20.8092   23.563
W   -0.2718   -62.1514   9.30068   62.152   102.039      W   -2.00722   -4.44543   11.0206   4.87758   81.2884
b   -65.9077   43.9574   17.5018   79.2217   81.2401      b   -33.7863   2.26084   29.6469   33.8619   45.2009
W   -28.0531   29.1095   -38.7505   40.427   97.9719      W   -24.2748   25.4152   -26.0605   35.1454   91.5254
W   3.38478   22.0494   3.38037   22.3077   83.4962      W   5.06984   19.6458   2.07581   20.2894   82.9369
